Supporting Information for CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data S1: Input Database, see Data S2 for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific Name,Family,Genus,Species,Cultivar,Common Name,Photosynthetic Pathway,Tissue,Study Type,Plot Type,Elevated CO2,Ambient CO2,Added CO2,Additional Info,Elevated temperature,Irrigation,Sowing Time,Phosphorous application,Nitrogen application,Ozone,Year,Latitude,Longitude,Country,Reference,n,element,delta,ln r,Origin,Year Published
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,550,380,170,,,,,,,,,50.57,8.67,Germany,Hogy & Fangmeier 2009,4,Cd,-0.77,-1.4697,Loladze,2009
Hordeum vulgare 'Alexis',Poaceae,Hordeum,vulgare,Alexis,barley,C3,grain,OTC,pot,718,384,334,,,,,,,,,52.3,10.43,Germany,Manderscheid 1995,2,K,0.031746032,0.031,Loladze,1995
Hordeum vulgare 'Alexis',Poaceae,Hordeum,vulgare,Alexis,barley,C3,grain,OTC,pot,718,384,334,,,,,,,,,52.3,10.43,Germany,Manderscheid 1995,2,P,0.041214751,0.040388061,Loladze,1995
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,375,175,,,,,,N100,,2000,52.3,10.43,Germany,Erbs et 2010,2,K,0.0333,0.0327,Loladze,2010
Hordeum vulgare 'Alexis',Poaceae,Hordeum,vulgare,Alexis,barley,C3,grain,OTC,pot,718,384,334,,,,,,,,,52.3,10.43,Germany,Manderscheid 1995,2,Fe,0.052505967,0.051173956,Loladze,1995
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,375,175,,,,,,N100,,2003,52.3,10.43,Germany,Erbs et 2010,2,Ca,0.0476,0.0465,Loladze,2010
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,375,175,,,,,,N50,,2003,52.3,10.43,Germany,Erbs et 2010,2,Ca,0.05,0.0488,Loladze,2010
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,380,170,,,,,,N50,,2003,52.3,10.43,Germany,Wroblewitz et al 2013,2,Fe,0.0442,0.0433,Loladze,2013
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,375,175,,,,,,N100,,2000,52.3,10.43,Germany,Erbs et 2010,2,Mg,0.055,0.0536,Loladze,2010
Hordeum vulgare 'Arena',Poaceae,Hordeum,vulgare,Arena,barley,C3,grain,OTC,pot,718,384,334,,,,,,,,,52.3,10.43,Germany,Manderscheid 1995,2,K,0.0798,0.0768,Loladze,1995
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,375,175,,,,,,N100,,2000,52.3,10.43,Germany,Erbs et 2010,2,P,0.0938,0.0897,Loladze,2010
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,380,170,,,,,,N100,,2000,52.3,10.43,Germany,Wroblewitz et al 2013,2,Fe,0.295,0.2585,Loladze,2013
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,380,170,,,,,,N50,,2000,52.3,10.43,Germany,Wroblewitz et al 2013,2,Fe,0.3253,0.2816,Loladze,2013
Hordeum vulgare 'Theresa',Poaceae,Hordeum,vulgare,Theresa,barley,C3,grain,FACE,field,550,380,170,,,,,,N50,,2000,52.3,10.43,Germany,Wroblewitz et al 2013,2,Mn,0.7159,0.5399,Loladze,2013
Phaseolus vulgaris 'Yamal',Fabaceae,Phaseolus,vulgaris,Yamal,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,0,0,snowball,2019
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.541463408,-0.779715182,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.415331155,-0.53670967,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.414414411,-0.535142925,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.399361021,-0.509761226,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.373395561,-0.467439816,snowball,2019
Phaseolus vulgaris 'PV1-4',Fabaceae,Phaseolus,vulgaris,PV1-4,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.367977505,-0.458830292,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.36746987,-0.458027422,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.360594775,-0.447216871,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.332225927,-0.403805376,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.326530605,-0.395312725,snowball,2019
Phaseolus vulgaris 'G1274',Fabaceae,Phaseolus,vulgaris,G1274,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.306049836,-0.365355131,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.290796162,-0.343612292,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.283582126,-0.333491659,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.273869373,-0.320025353,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.258932736,-0.299663883,snowball,2019
Phaseolus vulgaris 'Rosomanska',Fabaceae,Phaseolus,vulgaris,Rosomanska,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.256329121,-0.296156709,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.255009103,-0.29438328,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.244150562,-0.279913079,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.233911148,-0.266457121,snowball,2019
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.233583797,-0.266029911,snowball,2019
Phaseolus vulgaris 'G1378',Fabaceae,Phaseolus,vulgaris,G1378,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.232558175,-0.2646926,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.230693396,-0.262265684,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.229461767,-0.260666004,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.225626779,-0.255701324,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.224137933,-0.253780524,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.220542758,-0.249157445,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.219132066,-0.247349242,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.219089333,-0.247294518,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.206079335,-0.230771741,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.204693632,-0.22902787,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.197080317,-0.219500591,snowball,2019
Phaseolus vulgaris 'Yamal',Fabaceae,Phaseolus,vulgaris,Yamal,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.192727249,-0.214093686,snowball,2019
Lactuca sativa 'Batavia Rubia Munguia',Asteraceae,Lactuca,sativa,Batavia Rubia Munguia,lettuce,C3,shoot,greenhouse,pot,700,392,308,inner NM leaves,,,,,,,,,,,Baslam et al 2012,5,Fe,-0.771,-1.4738,Loladze,2012
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.139323552,-0.150036631,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.124807369,-0.133311267,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.111111077,-0.117782997,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.10339946,-0.109144845,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.102119681,-0.107718494,snowball,2019
Phaseolus vulgaris 'G1274',Fabaceae,Phaseolus,vulgaris,G1274,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.100000018,-0.105360536,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.094043881,-0.098764408,snowball,2019
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.091767012,-0.096254339,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.091701053,-0.096181717,snowball,2019
Phaseolus vulgaris 'PV1-4',Fabaceae,Phaseolus,vulgaris,PV1-4,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.090663072,-0.095039595,snowball,2019
Phaseolus vulgaris 'G1274',Fabaceae,Phaseolus,vulgaris,G1274,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.090626628,-0.094999519,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.087928412,-0.092036796,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.083959326,-0.087694512,snowball,2019
Phaseolus vulgaris 'Rosomanska',Fabaceae,Phaseolus,vulgaris,Rosomanska,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.083640839,-0.087346894,snowball,2019
Phaseolus vulgaris 'NHB',Fabaceae,Phaseolus,vulgaris,NHB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.083333339,-0.087011383,snowball,2019
Phaseolus vulgaris 'PV1-4',Fabaceae,Phaseolus,vulgaris,PV1-4,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.076399371,-0.07947552,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.075037529,-0.078002114,snowball,2019
Phaseolus vulgaris 'DAMA,Fabaceae,Phaseolus,vulgaris,DAMA,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.0701107,-0.072689732,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.060851726,-0.062781906,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.056891059,-0.058573477,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.056242015,-0.057885518,snowball,2019
Phaseolus vulgaris 'DAMA,Fabaceae,Phaseolus,vulgaris,DAMA,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.052825514,-0.054271951,snowball,2019
Phaseolus vulgaris 'Yamal',Fabaceae,Phaseolus,vulgaris,Yamal,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.052143671,-0.05355234,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,-0.050359735,-0.051672035,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.045049266,-0.046095528,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.040859076,-0.041717266,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.039086117,-0.039870486,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.03826531,-0.039016656,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.035151525,-0.035784211,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.03438393,-0.034988967,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,-0.032348802,-0.032883589,snowball,2019
Lactuca sativa 'Black -Seeded Simpson',Asteraceae,Lactuca,sativa,Black -Seeded Simpson,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Giri et al 2016,12,S,-0.5625,-0.826678573,snowball,2016
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.030880678,-0.031367535,snowball,2019
Phaseolus vulgaris 'Dandy',Fabaceae,Phaseolus,vulgaris,Dandy,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,-0.028735661,-0.029156614,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.027159161,-0.027534787,snowball,2019
Lactuca sativa 'Blonde of Paris Batavia',Asteraceae,Lactuca,sativa,Blonde of Paris Batavia,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015a,6,Fe,-0.551546402,-0.801950063,snowball,2015
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.019941848,-0.020143371,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,-0.018867893,-0.019048163,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mg,-0.015432147,-0.015552462,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,-0.012680513,-0.012761596,snowball,2019
Phaseolus vulgaris 'PV1-4',Fabaceae,Phaseolus,vulgaris,PV1-4,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,-0.011921644,-0.011993277,snowball,2019
Phaseolus vulgaris 'Rosomanska',Fabaceae,Phaseolus,vulgaris,Rosomanska,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.010559663,-0.010615812,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.005524856,-0.005540174,snowball,2019
Phaseolus vulgaris 'Logan',Fabaceae,Phaseolus,vulgaris,Logan,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.004600034,-0.004610647,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.00287191,-0.002876042,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.002760903,-0.002764721,snowball,2019
Phaseolus vulgaris 'Agate',Fabaceae,Phaseolus,vulgaris,Agate,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,0.001472816,0.001471733,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.008676775,0.008639348,snowball,2019
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.008693829,0.008656256,snowball,2019
Phaseolus vulgaris 'G1378',Fabaceae,Phaseolus,vulgaris,G1378,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.00878473,0.008746369,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.015559101,0.015439299,snowball,2019
Phaseolus vulgaris 'PP63',Fabaceae,Phaseolus,vulgaris,PP63,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.019313315,0.01912918,snowball,2019
Phaseolus vulgaris 'Rosomanska',Fabaceae,Phaseolus,vulgaris,Rosomanska,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,0.020516759,0.020309126,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.02083334,0.020619294,snowball,2019
Phaseolus vulgaris 'Yamal',Fabaceae,Phaseolus,vulgaris,Yamal,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,0.026702228,0.026351945,snowball,2019
Phaseolus vulgaris 'G1378',Fabaceae,Phaseolus,vulgaris,G1378,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,0.030911929,0.030443779,snowball,2019
Phaseolus vulgaris 'Gernet',Fabaceae,Phaseolus,vulgaris,Gernet,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.034470238,0.033889448,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.037756379,0.037061055,snowball,2019
Phaseolus vulgaris 'G1274',Fabaceae,Phaseolus,vulgaris,G1274,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.040869666,0.040056581,snowball,2019
Phaseolus vulgaris 'Gernet',Fabaceae,Phaseolus,vulgaris,Gernet,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Ca,0.042347113,0.041475009,snowball,2019
Phaseolus vulgaris 'ZK',Fabaceae,Phaseolus,vulgaris,ZK,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,0.043018336,0.042118756,snowball,2019
Phaseolus vulgaris 'Medra',Fabaceae,Phaseolus,vulgaris,Medra,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.047085214,0.046010317,snowball,2019
Phaseolus vulgaris 'Trend',Fabaceae,Phaseolus,vulgaris,Trend,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.048421055,0.047285276,snowball,2019
Phaseolus vulgaris 'G1378',Fabaceae,Phaseolus,vulgaris,G1378,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,0.049678539,0.048483964,snowball,2019
Phaseolus vulgaris 'Yamal',Fabaceae,Phaseolus,vulgaris,Yamal,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,0.054140937,0.052726158,snowball,2019
Phaseolus vulgaris 'Kazak',Fabaceae,Phaseolus,vulgaris,Kazak,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mg,0.057057,0.055488632,snowball,2019
Phaseolus vulgaris 'PV1-4',Fabaceae,Phaseolus,vulgaris,PV1-4,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,protein,0.058823538,0.057158422,snowball,2019
Phaseolus vulgaris 'Gernet',Fabaceae,Phaseolus,vulgaris,Gernet,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,K,0.062415193,0.0605448,snowball,2019
Phaseolus vulgaris 'CBB',Fabaceae,Phaseolus,vulgaris,CBB,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mg,0.064558634,0.062560285,snowball,2019
Phaseolus vulgaris 'Shimi',Fabaceae,Phaseolus,vulgaris,Shimi,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,0.064906943,0.062887418,snowball,2019
Phaseolus vulgaris 'G1274',Fabaceae,Phaseolus,vulgaris,G1274,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,0.065987792,0.063901873,snowball,2019
Phaseolus vulgaris 'G1378',Fabaceae,Phaseolus,vulgaris,G1378,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,P,0.068391035,0.066153811,snowball,2019
Phaseolus vulgaris 'DAMA,Fabaceae,Phaseolus,vulgaris,DAMA,bean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,0.068455644,0.066214282,snowball,2019
