CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,
Data S3: Bootstrapping Results, see Data S4 for details,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
mean,2.5,97.5,power,p-value,m,class,studytype,plottype,element,c3c4,tissue,Family,Genus,Common Name,Species,Cultivar,2.50%,mean%,97.50%
-0.038,-0.0479,-0.0277,1,0,839,studytypeSimple+element,indoor,,Mn,,,,,,,,-4.6771,-3.7287,-2.732
-0.056,-0.1554,0.0418,0.0679,0.2677,18,studytypeSimple+element,indoor,,Mo,,,,,,,,-14.3927,-5.4461,4.2686
-0.0315,-0.0389,-0.0238,1,0,521,studytypeSimple+element,indoor,,N,,,,,,,,-3.8153,-3.1009,-2.3519
-0.0159,-0.0222,-0.0095,1,0,799,studytypeSimple+element,indoor,,N proxy,,,,,,,,-2.1955,-1.5774,-0.9455
-0.1485,-0.1952,-0.1053,0.6307,0,218,studytypeSimple+element,indoor,,Na,,,,,,,,-17.733,-13.8,-9.9946
-0.0856,-0.1334,-0.0403,0.0669,0.0003,15,studytypeSimple+element,indoor,,Ni,,,,,,,,-12.4885,-8.2039,-3.9499
-0.0211,-0.0275,-0.0146,1,0,796,studytypeSimple+element,indoor,,P,,,,,,,,-2.7125,-2.0879,-1.4494
-0.0344,-0.0601,-0.011,0.0687,0.0043,15,studytypeSimple+element,indoor,,Pb,,,,,,,,-5.833,-3.3815,-1.094
-0.036,-0.0474,-0.0253,1,0,313,studytypeSimple+element,indoor,,S,,,,,,,,-4.6294,-3.536,-2.4983
-0.0309,-0.0373,-0.0245,1,0,804,studytypeSimple+element,indoor,,Zn,,,,,,,,-3.6613,-3.0427,-2.4202
0.0093,-0.0001,0.0191,1,0.0552,305,studytypeSimple+element,indoor,,protein,,,,,,,,-0.01,0.9343,1.9284
0.0216,-0.0012,0.0446,0.9906,0.0662,404,studytypeSimple+element,outdoor,,Al,,,,,,,,-0.1199,2.1835,4.561
-0.0687,-0.0825,-0.0543,1,0,304,studytypeSimple+element,outdoor,,As,,,,,,,,-7.9189,-6.6393,-5.2852
-0.0339,-0.0442,-0.0234,1,0,845,studytypeSimple+element,outdoor,,B,,,,,,,,-4.3237,-3.3332,-2.3128
-0.0637,-0.093,-0.0349,0.9178,0,22,studytypeSimple+element,outdoor,,Ba,,,,,,,,-8.8806,-6.1714,-3.4298
0.0359,-0.0466,0.1224,0.1988,0.4041,57,studytypeSimple+element,outdoor,,Br,,,,,,,,-4.5531,3.6552,13.0206
0.0475,0.0345,0.0609,1,0,144,studytypeSimple+element,outdoor,,C,,,,,,,,3.5102,4.8646,6.2793
-0.0433,-0.0531,-0.0336,1,0,1726,studytypeSimple+element,outdoor,,Ca,,,,,,,,-5.1715,-4.2376,-3.3042
-0.0969,-0.1438,-0.0454,0.4667,0.0001,352,studytypeSimple+element,outdoor,,Cd,,,,,,,,-13.3939,-9.2353,-4.4385
-0.034,-0.0475,-0.0204,1,0,293,studytypeSimple+element,outdoor,,Co,,,,,,,,-4.639,-3.3428,-2.0193
0.2631,0.1437,0.3967,0.1064,0.0002,119,studytypeSimple+element,outdoor,,Cr,,,,,,,,15.4538,30.0957,48.691
-0.0427,-0.0504,-0.0349,1,0,1482,studytypeSimple+element,outdoor,,Cu,,,,,,,,-4.9151,-4.1801,-3.4298
-0.076,-0.084,-0.0676,1,0,1836,studytypeSimple+element,outdoor,,Fe,,,,,,,,-8.0569,-7.3184,-6.5366
-0.0239,-0.0295,-0.0183,1,0,1562,studytypeSimple+element,outdoor,,K,,,,,,,,-2.9069,-2.3617,-1.8134
-0.0499,-0.0548,-0.045,1,0,1641,studytypeSimple+element,outdoor,,Mg,,,,,,,,-5.3326,-4.8675,-4.4003
-0.0492,-0.0584,-0.04,1,0,1525,studytypeSimple+element,outdoor,,Mn,,,,,,,,-5.6727,-4.8009,-3.9211
-0.0418,-0.0753,-0.0093,0.8492,0.0119,483,studytypeSimple+element,outdoor,,Mo,,,,,,,,-7.2535,-4.0938,-0.9257
-0.0841,-0.09,-0.0784,1,0,943,studytypeSimple+element,outdoor,,N,,,,,,,,-8.6069,-8.0661,-7.5405
-0.0845,-0.089,-0.0801,1,0,1395,studytypeSimple+element,outdoor,,N proxy,,,,,,,,-8.5154,-8.1028,-7.6976
0.0079,-0.021,0.038,0.9091,0.5927,605,studytypeSimple+element,outdoor,,Na,,,,,,,,-2.0781,0.7931,3.8731
0.1111,0.0929,0.13,0.9994,0,411,studytypeSimple+element,outdoor,,Ni,,,,,,,,9.7352,11.7507,13.8828
-0.0288,-0.0333,-0.0241,1,0,1670,studytypeSimple+element,outdoor,,P,,,,,,,,-3.2752,-2.8389,-2.3812
0.3486,0.2012,0.4978,0.0981,0,48,studytypeSimple+element,outdoor,,Pb,,,,,,,,22.2869,41.7082,64.5098
-0.0148,-0.0253,-0.0043,1,0.0062,518,studytypeSimple+element,outdoor,,Phyt,,,,,,,,-2.4983,-1.4691,-0.4291
0.2756,0.252,0.2994,0.9836,0,288,studytypeSimple+element,outdoor,,Rb,,,,,,,,28.6596,31.7321,34.9049
-0.0596,-0.0637,-0.0556,1,0,1146,studytypeSimple+element,outdoor,,S,,,,,,,,-6.1714,-5.7859,-5.4083
-0.0042,-0.0312,0.0245,0.934,0.7667,57,studytypeSimple+element,outdoor,,Sc,,,,,,,,-3.0718,-0.4191,2.4803
0.0916,0.0441,0.139,0.544,0.0001,318,studytypeSimple+element,outdoor,,Se,,,,,,,,4.5087,9.5926,14.9124
0.0332,0.0024,0.0646,0.8745,0.0369,81,studytypeSimple+element,outdoor,,Si,,,,,,,,0.2403,3.3757,6.6732
-0.0295,-0.0417,-0.0176,1,0,306,studytypeSimple+element,outdoor,,Sr,,,,,,,,-4.0843,-2.9069,-1.7446
-0.0092,-0.0717,0.0543,0.3402,0.7803,57,studytypeSimple+element,outdoor,,V,,,,,,,,-6.919,-0.9158,5.5801
-0.0911,-0.0979,-0.0844,1,0,1828,studytypeSimple+element,outdoor,,Zn,,,,,,,,-9.326,-8.7074,-8.0936
-0.0922,-0.0982,-0.0862,1,0,648,studytypeSimple+element,outdoor,,protein,,,,,,,,-9.3532,-8.8077,-8.2589
-0.0408,-0.0435,-0.0382,1,0,21243,plottype,,field,,,,,,,,,-4.2567,-3.9979,-3.748
-0.0161,-0.0195,-0.0127,1,0,10475,plottype,,pot,,,,,,,,,-1.9311,-1.5971,-1.262
0.017,-0.0059,0.0408,0.9889,0.1552,386,plottype+element,,field,Al,,,,,,,,-0.5883,1.7145,4.1644
-0.0695,-0.0836,-0.0548,1,0,288,plottype+element,,field,As,,,,,,,,-8.0201,-6.714,-5.3326
-0.0395,-0.0498,-0.0292,1,0,819,plottype+element,,field,B,,,,,,,,-4.858,-3.873,-2.8778
0.0361,-0.0466,0.1226,0.1957,0.4013,57,plottype+element,,field,Br,,,,,,,,-4.5531,3.676,13.0432
0.0726,0.0558,0.0894,1,0,100,plottype+element,,field,C,,,,,,,,5.7386,7.53,9.3518
-0.048,-0.0584,-0.0375,1,0,1557,plottype+element,,field,Ca,,,,,,,,-5.6727,-4.6866,-3.6806
-0.097,-0.1445,-0.0472,0.4936,0.0002,352,plottype+element,,field,Cd,,,,,,,,-13.4545,-9.2444,-4.6103
-0.034,-0.0475,-0.0202,1,0,293,plottype+element,,field,Co,,,,,,,,-4.639,-3.3428,-1.9997
0.3151,0.1733,0.4682,0.0929,0.0001,101,plottype+element,,field,Cr,,,,,,,,18.9223,37.0396,59.7117
-0.0433,-0.0515,-0.035,1,0,1350,plottype+element,,field,Cu,,,,,,,,-5.0196,-4.2376,-3.4395
-0.0885,-0.0957,-0.0812,1,0,1667,plottype+element,,field,Fe,,,,,,,,-9.1263,-8.4697,-7.7991
-0.0236,-0.0297,-0.0178,1,0,1417,plottype+element,,field,K,,,,,,,,-2.9263,-2.3324,-1.7643
-0.0557,-0.0604,-0.0511,1,0,1506,plottype+element,,field,Mg,,,,,,,,-5.8612,-5.4177,-4.9816
-0.053,-0.0628,-0.0428,1,0,1382,plottype+element,,field,Mn,,,,,,,,-6.0869,-5.162,-4.1897
-0.0391,-0.0738,-0.0054,0.8165,0.0254,453,plottype+element,,field,Mo,,,,,,,,-7.1143,-3.8345,-0.5385
-0.0807,-0.0869,-0.0747,1,0,819,plottype+element,,field,N,,,,,,,,-8.3231,-7.753,-7.1978
-0.0822,-0.0868,-0.0778,1,0,1227,plottype+element,,field,N proxy,,,,,,,,-8.314,-7.8912,-7.4851
0.0138,-0.0173,0.0453,0.875,0.3877,562,plottype+element,,field,Na,,,,,,,,-1.7151,1.3896,4.6342
0.1182,0.0995,0.1377,0.9996,0,393,plottype+element,,field,Ni,,,,,,,,10.4618,12.5469,14.7631
-0.0335,-0.0383,-0.029,1,0,1525,plottype+element,,field,P,,,,,,,,-3.7576,-3.2945,-2.8584
0.3494,0.2037,0.4962,0.0997,0,48,plottype+element,,field,Pb,,,,,,,,22.593,41.8216,64.2468
-0.0149,-0.0253,-0.0042,1,0.0063,518,plottype+element,,field,Phyt,,,,,,,,-2.4983,-1.479,-0.4191
0.2756,0.2516,0.2989,0.986,0,288,plottype+element,,field,Rb,,,,,,,,28.6082,31.7321,34.8375
-0.0648,-0.0685,-0.0611,1,0,1091,plottype+element,,field,S,,,,,,,,-6.6207,-6.2745,-5.9271
-0.0043,-0.032,0.0246,0.9337,0.7653,57,plottype+element,,field,Sc,,,,,,,,-3.1493,-0.4291,2.4905
0.0913,0.0434,0.1387,0.5422,0.0002,318,plottype+element,,field,Se,,,,,,,,4.4356,9.5598,14.8779
0.0329,0.0026,0.0644,0.8757,0.0368,81,plottype+element,,field,Si,,,,,,,,0.2603,3.3447,6.6519
-0.0261,-0.0386,-0.0134,1,0,288,plottype+element,,field,Sr,,,,,,,,-3.7865,-2.5762,-1.3311
-0.0099,-0.0718,0.054,0.3282,0.7569,57,plottype+element,,field,V,,,,,,,,-6.9283,-0.9851,5.5485
-0.0933,-0.1006,-0.086,1,0,1677,plottype+element,,field,Zn,,,,,,,,-9.5705,-8.908,-8.2406
-0.0891,-0.0944,-0.0838,1,0,562,plottype+element,,field,protein,,,,,,,,-9.0081,-8.5246,-8.0385
0.089,-0.0281,0.2151,0.1143,0.1486,21,plottype+element,,pot,Al,,,,,,,,-2.7709,9.3081,23.9986
-0.0542,-0.0764,-0.0301,0.0598,0,16,plottype+element,,pot,As,,,,,,,,-7.3554,-5.2757,-2.9652
-0.0068,-0.0196,0.0058,1,0.2953,331,plottype+element,,pot,B,,,,,,,,-1.9409,-0.6777,0.5817
-0.0377,-0.0586,-0.0146,0.0591,0.0016,18,plottype+element,,pot,Ba,,,,,,,,-5.6916,-3.6998,-1.4494
-0.0009,-0.0098,0.0068,1,0.8364,242,plottype+element,,pot,C,,,,,,,,-0.9752,-0.09,0.6823
0.0538,0.0357,0.0737,0.9997,0,907,plottype+element,,pot,Ca,,,,,,,,3.6345,5.5274,7.6484
0.0511,-0.0084,0.1137,0.3456,0.0993,36,plottype+element,,pot,Cd,,,,,,,,-0.8365,5.2428,12.0416
-0.0465,-0.1184,0.0204,0.3202,0.1875,84,plottype+element,,pot,Cl,,,,,,,,-11.1659,-4.5435,2.061
-0.0268,-0.0463,-0.0076,0.999,0.0068,33,plottype+element,,pot,Cr,,,,,,,,-4.5245,-2.6444,-0.7571
0.0162,-0.0079,0.0433,0.969,0.2146,551,plottype+element,,pot,Cu,,,,,,,,-0.7869,1.6332,4.4251
-0.0163,-0.0298,-0.0027,1,0.0176,958,plottype+element,,pot,Fe,,,,,,,,-2.936,-1.6168,-0.2696
-0.0252,-0.0311,-0.019,1,0,880,plottype+element,,pot,K,,,,,,,,-3.0621,-2.4885,-1.8821
0.0198,0.0096,0.0308,1,0.0008,774,plottype+element,,pot,Mg,,,,,,,,0.9646,1.9997,3.1279
-0.0343,-0.0432,-0.0254,1,0,982,plottype+element,,pot,Mn,,,,,,,,-4.228,-3.3718,-2.508
-0.0715,-0.1236,-0.0201,0.4821,0.0061,48,plottype+element,,pot,Mo,,,,,,,,-11.6267,-6.9004,-1.9899
-0.0458,-0.053,-0.0384,1,0,645,plottype+element,,pot,N,,,,,,,,-5.162,-4.4767,-3.7672
-0.0307,-0.0372,-0.024,1,0,967,plottype+element,,pot,N proxy,,,,,,,,-3.6517,-3.0234,-2.3714
-0.1344,-0.1733,-0.0979,0.7638,0,261,plottype+element,,pot,Na,,,,,,,,-15.9115,-12.576,-9.326
-0.0624,-0.0957,-0.0304,0.8583,0.0001,33,plottype+element,,pot,Ni,,,,,,,,-9.1263,-6.0493,-2.9943
-0.0144,-0.0204,-0.0082,1,0,941,plottype+element,,pot,P,,,,,,,,-2.0193,-1.4297,-0.8166
-0.0342,-0.0588,-0.0104,0.0665,0.0039,15,plottype+element,,pot,Pb,,,,,,,,-5.7105,-3.3622,-1.0346
-0.0244,-0.0353,-0.0139,1,0,368,plottype+element,,pot,S,,,,,,,,-3.4684,-2.4105,-1.3804
-0.0841,-0.1204,-0.0455,0.0619,0,18,plottype+element,,pot,Sr,,,,,,,,-11.3434,-8.0661,-4.448
-0.0365,-0.0426,-0.0302,1,0,955,plottype+element,,pot,Zn,,,,,,,,-4.1705,-3.5842,-2.9749
-0.0174,-0.0287,-0.0064,1,0.002,391,plottype+element,,pot,protein,,,,,,,,-2.8292,-1.7249,-0.638
0.0016,-0.014,0.0179,1,0.8351,1449,Tissue,,,,,fruit,,,,,,-1.3902,0.1601,1.8061
0.2486,0.1246,0.4011,0.0866,0.0003,28,Tissue,,,,,fruit juice,,,,,,13.2695,28.2229,49.3467
-0.0629,-0.0681,-0.0577,1,0,7301,Tissue,,,,,grain,,,,,,-6.5833,-6.0963,-5.6067
0.0074,-0.0166,0.033,0.9766,0.5604,60,Tissue,,,,,pod,,,,,,-1.6463,0.7427,3.3551
-0.0247,-0.0296,-0.0197,1,0,5625,Tissue,,,,,rice grain,,,,,,-2.9166,-2.4397,-1.9507
-0.0517,-0.0799,-0.0241,0.9404,0.0006,105,Tissue,,,,,root,,,,,,-7.6791,-5.0386,-2.3812
-0.0272,-0.0297,-0.0246,1,0,13912,Tissue,,,,,seed,,,,,,-2.9263,-2.6833,-2.43
-0.0127,-0.0192,-0.0061,1,0.0001,2190,Tissue,,,,,shoot,,,,,,-1.9017,-1.262,-0.6081
-0.0155,-0.0247,-0.0058,1,0.0019,72,Tissue,,,,,stem,,,,,,-2.4397,-1.538,-0.5783
-0.0378,-0.0481,-0.0281,1,0,976,Tissue,,,,,tuber,,,,,,-4.6962,-3.7094,-2.7709
0.0281,0.005,0.0512,0.989,0.0181,104,Tissue+element,,,B,,fruit,,,,,,0.5013,2.8499,5.2533
0.0306,-0.0117,0.073,0.0401,0.1613,14,Tissue+element,,,C,,fruit,,,,,,-1.1632,3.1073,7.5731
0.2593,0.1775,0.3525,0.1729,0,162,Tissue+element,,,Ca,,fruit,,,,,,19.4228,29.6023,42.262
-0.0258,-0.0296,-0.022,0.1225,0,6,Tissue+element,,,Cd,,fruit,,,,,,-2.9166,-2.547,-2.176
-0.0463,-0.1159,0.0204,0.3188,0.1862,84,Tissue+element,,,Cl,,fruit,,,,,,-10.9436,-4.5245,2.061
-0.0855,-0.0939,-0.0769,0.1234,0,6,Tissue+element,,,Cr,,fruit,,,,,,-8.9626,-8.1947,-7.4018
0.2577,0.0709,0.4752,0.0634,0.0133,51,Tissue+element,,,Cu,,fruit,,,,,,7.3474,29.3951,60.8336
-0.0178,-0.0561,0.0217,0.6983,0.3742,54,Tissue+element,,,Fe,,fruit,,,,,,-5.4555,-1.7643,2.1937
-0.0412,-0.0553,-0.0273,1,0,162,Tissue+element,,,K,,fruit,,,,,,-5.3799,-4.0363,-2.6931
-0.0328,-0.0477,-0.0178,1,0,86,Tissue+element,,,Mg,,fruit,,,,,,-4.658,-3.2268,-1.7643
0.0469,0.0213,0.0734,0.9641,0.0007,130,Tissue+element,,,Mn,,fruit,,,,,,2.1528,4.8017,7.6161
-0.066,-0.0757,-0.0573,0.0772,0,12,Tissue+element,,,Mo,,fruit,,,,,,-7.2906,-6.3869,-5.5689
-0.0415,-0.0522,-0.032,1,0,54,Tissue+element,,,N,,fruit,,,,,,-5.0861,-4.0651,-3.1493
-0.0477,-0.0615,-0.0339,1,0,116,Tissue+element,,,N proxy,,fruit,,,,,,-5.9647,-4.658,-3.3332
-0.2603,-0.3498,-0.1829,0.2699,0,100,Tissue+element,,,Na,,fruit,,,,,,-29.5171,-22.918,-16.7149
-0.1963,-0.2084,-0.1843,0.1258,0,6,Tissue+element,,,Ni,,fruit,,,,,,-18.8118,-17.8234,-16.8314
-0.0364,-0.0507,-0.0235,1,0,147,Tissue+element,,,P,,fruit,,,,,,-4.9436,-3.5745,-2.3226
-0.0908,-0.1017,-0.0799,0.1272,0,6,Tissue+element,,,Pb,,fruit,,,,,,-9.6699,-8.68,-7.6791
0.0341,0.0081,0.0635,0.9317,0.0155,31,Tissue+element,,,S,,fruit,,,,,,0.8133,3.4688,6.5559
-0.056,-0.0745,-0.0376,0.9995,0,54,Tissue+element,,,Zn,,fruit,,,,,,-7.1793,-5.4461,-3.6902
-0.0516,-0.0752,-0.0279,0.9858,0,64,Tissue+element,,,protein,,fruit,,,,,,-7.2442,-5.0291,-2.7514
-0.1711,-0.2791,-0.0723,0.1774,0.0016,21,Tissue+element,,,Al,,grain,,,,,,-24.3536,-15.7263,-6.9748
0.0329,-0.0164,0.0817,0.5246,0.1929,73,Tissue+element,,,B,,grain,,,,,,-1.6266,3.3447,8.513
-0.0067,-0.0143,-0.0005,1,0.0561,70,Tissue+element,,,C,,grain,,,,,,-1.4198,-0.6678,-0.05
-0.0792,-0.0919,-0.0666,1,0,616,Tissue+element,,,Ca,,grain,,,,,,-8.7804,-7.6145,-6.4431
0.4505,0.1519,0.7893,0.0552,0.0056,38,Tissue+element,,,Cd,,grain,,,,,,16.4044,56.9097,120.1855
0.6002,0.3238,0.8973,0.0625,0,32,Tissue+element,,,Cr,,grain,,,,,,38.2371,82.2483,145.2971
-0.0506,-0.0633,-0.0378,1,0,566,Tissue+element,,,Cu,,grain,,,,,,-6.1338,-4.9341,-3.7094
-0.0646,-0.0818,-0.0462,0.9997,0,641,Tissue+element,,,Fe,,grain,,,,,,-7.8544,-6.2558,-4.5149
-0.0539,-0.0668,-0.0413,1,0,523,Tissue+element,,,K,,grain,,,,,,-6.4618,-5.2473,-4.0459
-0.0848,-0.0941,-0.0753,1,0,591,Tissue+element,,,Mg,,grain,,,,,,-8.9808,-8.1304,-7.2535
-0.0466,-0.07,-0.0228,0.9861,0.0003,493,Tissue+element,,,Mn,,grain,,,,,,-6.7606,-4.5531,-2.2542
-0.1874,-0.2958,-0.0821,0.1563,0.0003,96,Tissue+element,,,Mo,,grain,,,,,,-25.6064,-17.0888,-7.882
-0.1049,-0.1165,-0.0939,1,0,288,Tissue+element,,,N,,grain,,,,,,-10.997,-9.9585,-8.9626
-0.1048,-0.1121,-0.0978,1,0,586,Tissue+element,,,N proxy,,grain,,,,,,-10.6045,-9.9495,-9.317
0.0169,-0.0437,0.0788,0.3503,0.5919,280,Tissue+element,,,Na,,grain,,,,,,-4.2759,1.7044,8.1988
0.1011,-0.0057,0.2112,0.1413,0.067,32,Tissue+element,,,Ni,,grain,,,,,,-0.5684,10.6387,23.5159
-0.049,-0.058,-0.0401,1,0,618,Tissue+element,,,P,,grain,,,,,,-5.635,-4.7819,-3.9307
0.4401,0.2742,0.6161,0.0837,0,32,Tissue+element,,,Pb,,grain,,,,,,31.5478,55.2862,85.1692
-0.0431,-0.0589,-0.0265,1,0,184,Tissue+element,,,Phyt,,grain,,,,,,-5.7199,-4.2184,-2.6152
-0.0625,-0.0673,-0.0579,1,0,439,Tissue+element,,,S,,grain,,,,,,-6.5085,-6.0587,-5.6256
-0.0476,-0.1211,0.0252,0.2174,0.2015,20,Tissue+element,,,Se,,grain,,,,,,-11.4055,-4.6485,2.552
-0.1034,-0.1139,-0.0957,1,0,20,Tissue+element,,,Si,,grain,,,,,,-10.7653,-9.8234,-9.1263
-0.1172,-0.1303,-0.1041,1,0,654,Tissue+element,,,Zn,,grain,,,,,,-12.2168,-11.0593,-9.8865
-0.1029,-0.1103,-0.0958,1,0,383,Tissue+element,,,protein,,grain,,,,,,-10.4435,-9.7783,-9.1354
-0.0082,-0.0633,0.0476,0.0377,0.7304,8,Tissue+element,,,N,,pod,,,,,,-6.1338,-0.8166,4.8751
-0.0073,-0.0633,0.0476,0.0401,0.7288,8,Tissue+element,,,N proxy,,pod,,,,,,-6.1338,-0.7273,4.8751
0.0519,-0.0223,0.1283,0.2513,0.1813,87,Tissue+element,,,Al,,rice grain,,,,,,-2.2053,5.327,13.6894
-0.0541,-0.0769,-0.0302,0.0586,0,16,Tissue+element,,,As,,rice grain,,,,,,-7.4018,-5.2663,-2.9749
0.0486,0.0263,0.0712,0.9926,0.0001,180,Tissue+element,,,B,,rice grain,,,,,,2.6649,4.98,7.3796
-0.0379,-0.0581,-0.0149,0.0582,0.0014,18,Tissue+element,,,Ba,,rice grain,,,,,,-5.6444,-3.7191,-1.479
0.0353,-0.0485,0.1195,0.2073,0.4061,57,Tissue+element,,,Br,,rice grain,,,,,,-4.7343,3.593,12.6933
0.0247,0.0151,0.0336,0.0701,0,18,Tissue+element,,,C,,rice grain,,,,,,1.5215,2.5008,3.4171
0.0556,0.0269,0.0862,0.9017,0.0003,391,Tissue+element,,,Ca,,rice grain,,,,,,2.7265,5.7175,9.0024
0.2863,0.162,0.4189,0.1068,0,42,Tissue+element,,,Cd,,rice grain,,,,,,17.586,33.1492,52.0288
0.1388,0.0187,0.279,0.097,0.0364,87,Tissue+element,,,Cr,,rice grain,,,,,,1.8876,14.8894,32.1807
-0.087,-0.1065,-0.0678,0.9992,0,369,Tissue+element,,,Cu,,rice grain,,,,,,-10.1025,-8.3323,-6.5553
-0.0432,-0.0567,-0.0299,1,0,479,Tissue+element,,,Fe,,rice grain,,,,,,-5.5123,-4.228,-2.9457
-0.0197,-0.0289,-0.011,1,0,333,Tissue+element,,,K,,rice grain,,,,,,-2.8486,-1.9507,-1.094
-0.0112,-0.0205,-0.0021,1,0.0188,316,Tissue+element,,,Mg,,rice grain,,,,,,-2.0291,-1.1138,-0.2098
-0.0301,-0.0491,-0.0103,0.999,0.0021,312,Tissue+element,,,Mn,,rice grain,,,,,,-4.7914,-2.9652,-1.0247
0.0195,-0.0175,0.0568,0.7455,0.3027,95,Tissue+element,,,Mo,,rice grain,,,,,,-1.7348,1.9691,5.8444
-0.0901,-0.0977,-0.0829,1,0,447,Tissue+element,,,N,,rice grain,,,,,,-9.3079,-8.616,-7.9557
-0.086,-0.0924,-0.0797,1,0,537,Tissue+element,,,N proxy,,rice grain,,,,,,-8.826,-8.2406,-7.6607
-0.0154,-0.0632,0.0333,0.5176,0.5299,42,Tissue+element,,,Na,,rice grain,,,,,,-6.1244,-1.5282,3.3861
0.0679,0.0096,0.1311,0.3294,0.028,87,Tissue+element,,,Ni,,rice grain,,,,,,0.9646,7.0258,14.0082
-0.0096,-0.0178,-0.0017,1,0.0196,411,Tissue+element,,,P,,rice grain,,,,,,-1.7643,-0.9554,-0.1699
0.4483,0.3468,0.5429,0.0698,0,12,Tissue+element,,,Pb,,rice grain,,,,,,41.4534,56.5648,72.0991
0.0291,0.0071,0.0502,0.9936,0.0093,172,Tissue+element,,,Phyt,,rice grain,,,,,,0.7125,2.9528,5.1481
-0.0705,-0.0768,-0.0642,1,0,243,Tissue+element,,,S,,rice grain,,,,,,-7.3925,-6.8072,-6.2183
-0.0043,-0.0309,0.0246,0.9384,0.7614,57,Tissue+element,,,Sc,,rice grain,,,,,,-3.0427,-0.4291,2.4905
-0.4833,-1.0436,0.0757,0.1186,0.2123,6,Tissue+element,,,Se,,rice grain,,,,,,-64.7815,-38.3255,7.8639
0.0781,0.0431,0.1118,0.8274,0.0001,61,Tissue+element,,,Si,,rice grain,,,,,,4.4042,8.1231,11.8289
-0.0843,-0.1207,-0.0466,0.0645,0,18,Tissue+element,,,Sr,,rice grain,,,,,,-11.37,-8.0845,-4.5531
-0.0095,-0.0722,0.0552,0.3242,0.7718,57,Tissue+element,,,V,,rice grain,,,,,,-6.9655,-0.9455,5.6752
-0.0364,-0.0454,-0.0273,1,0,483,Tissue+element,,,Zn,,rice grain,,,,,,-4.4385,-3.5745,-2.6931
-0.0968,-0.1059,-0.0883,1,0,192,Tissue+element,,,protein,,rice grain,,,,,,-10.0485,-9.2262,-8.4514
-0.2103,-0.3929,-0.0297,0.0392,0.0083,8,Tissue+element,,,C,,root,,,,,,-32.4904,-18.9659,-2.9263
-0.1164,-0.1342,-0.1009,0.0873,0,11,Tissue+element,,,Ca,,root,,,,,,-12.5585,-10.9881,-9.5977
0.0215,-0.0088,0.0537,0.8696,0.1787,21,Tissue+element,,,K,,root,,,,,,-0.8761,2.1733,5.5168
-0.0523,-0.121,0.0173,0.051,0.082,11,Tissue+element,,,Mg,,root,,,,,,-11.3966,-5.0956,1.7451
-0.0228,-0.0648,0.0204,0.053,0.3098,11,Tissue+element,,,N,,root,,,,,,-6.2745,-2.2542,2.061
-0.0229,-0.0648,0.0204,0.0525,0.3131,11,Tissue+element,,,N proxy,,root,,,,,,-6.2745,-2.264,2.061
-0.0508,-0.1821,0.0903,0.0598,0.477,13,Tissue+element,,,Na,,root,,,,,,-16.6482,-4.9531,9.4503
-0.0143,-0.0761,0.0494,0.0482,0.729,11,Tissue+element,,,P,,root,,,,,,-7.3276,-1.4198,5.0641
-0.123,-0.1675,-0.0788,0.0405,0,8,Tissue+element,,,S,,root,,,,,,-15.4223,-11.5736,-7.5775
0.023,0.0033,0.0438,0.9984,0.0279,295,Tissue+element,,,Al,,seed,,,,,,0.3305,2.3267,4.4773
-0.0694,-0.0839,-0.0546,1,0,288,Tissue+element,,,As,,seed,,,,,,-8.0477,-6.7047,-5.3136
-0.0746,-0.0839,-0.0652,1,0,677,Tissue+element,,,B,,seed,,,,,,-8.0477,-7.1885,-6.312
0.0446,0.0323,0.0573,1,0,100,Tissue+element,,,C,,seed,,,,,,3.2827,4.561,5.8973
-0.0425,-0.053,-0.0317,1,0,989,Tissue+element,,,Ca,,seed,,,,,,-5.162,-4.161,-3.1203
-0.1882,-0.2032,-0.173,1,0,292,Tissue+element,,,Cd,,seed,,,,,,-18.3885,-17.1551,-15.8862
-0.0265,-0.0387,-0.0143,1,0,288,Tissue+element,,,Co,,seed,,,,,,-3.7961,-2.6152,-1.4198
-0.0114,-0.0232,0.0019,1,0.0714,673,Tissue+element,,,Cu,,seed,,,,,,-2.2933,-1.1335,0.1902
-0.073,-0.0811,-0.0652,1,0,1175,Tissue+element,,,Fe,,seed,,,,,,-7.7899,-7.0399,-6.312
-0.0138,-0.0186,-0.009,1,0,969,Tissue+element,,,K,,seed,,,,,,-1.8428,-1.3705,-0.896
-0.0111,-0.016,-0.0061,1,0,981,Tissue+element,,,Mg,,seed,,,,,,-1.5873,-1.1039,-0.6081
-0.0715,-0.0777,-0.0653,1,0,1163,Tissue+element,,,Mn,,seed,,,,,,-7.4758,-6.9004,-6.3214
-0.0133,-0.0517,0.0252,0.7198,0.5002,292,Tissue+element,,,Mo,,seed,,,,,,-5.0386,-1.3212,2.552
-0.0131,-0.0215,-0.0036,1,0.0043,380,Tissue+element,,,N,,seed,,,,,,-2.1271,-1.3015,-0.3594
